citations
"further papers submitted. Antcliffe DB, Burnham KL, Al-Beidh F, Santhakumaran S, Brett SJ, Hinds CJ, Ashby D, Knight JC, Gordon AC. 2018 Transcriptomic Signatures in Sepsis and a Differential Response to Steroids: From the VANISH Randomized Trial. Am J Respir Crit Care Med. doi: 10.1164/rccm.201807-1419OC Binks S, Varley J, Lee W, Makuch M, Elliott K, Gelfand JM, Jacob S, Leite MI, Maddison P, Chen M, Geschwind MD, Grant E, Sen A, Waters P, McCormack M, Cavalleri GL, Barnardo M, Knight JC†, Irani SR†. 2018 Distinct HLA associations of LGI1 and CASPR2-antibody diseases. Brain doi 10.1093/brain/awy109 (†joint senior authors) Osgood JA, Knight JC. 2018 Translating GWAS in rheumatic disease: approaches to establishing mechanism and function for genetic associations with ankylosing spondylitis. Brief Funct Genomics doi 10.1093/bfgp/ely015 Lee W, Plant K, Humburg P, Knight JC. 2018 AltHapAlignR: improved accuracy of RNA-seq analyses through the use of alternative haplotypes. Bioinformatics34, 2401-2408 Berlanga-Taylor AJ, Plant K, Dahl A, Lau E, Hill M, Sims D, Heger A, Emberson J, Armitage J, Clarke R, Knight JC. 2018 Genomic Response to Vitamin D Supplementation in the Setting of a Randomized, Placebo-Controlled Trial. EBioMedicine31, 133-142 Gilchrist JJ, Rautanen A, Fairfax BP, Mills TC, Naranbhai V, Trochet H, Pirinen M, Muthumbi E, Mwarumba S, Njuguna P, Mturi N, Msefula CL, Gondwe EN, MacLennan JM, Chapman SJ, Molyneux ME, Knight JC, Spencer CCA, Williams TN, MacLennan CA, Scott JAG, Hill AVS. 2018 Risk of nontyphoidal Salmonella bacteraemia in African children is modified by STAT4. Nature Communications9, 1014 Sweeney TE, Perumal TM, Henao R, Nichols M, Howrylak JA, Choi AM, Bermejo-Martin JF, Almansa R, Tamayo E, Davenport EE, Burnham KL, Hinds CJ, Knight JC, Woods CW, Kingsmore SF, Ginsburg GS, Wong HR, Parnell GP, Tang B, Moldawer LL, Moore FE, Omberg L, Khatri P, Tsalik EL, Mangravite LM, Langley RJ. 2018 A community approach to mortality prediction in sepsis via gene expression analysis. Nature Communications9, 694 Vecellio M, Cortes A, Roberts AR, Ellis J, Cohen CJ, Knight JC, Brown MA, Bowness P & Wordsworth BP. 2018 Evidence for a second ankylosing spondylitis-associated RUNX3 regulatory polymorphism. Rheumatic and Musculoskeletal Diseases Open4, e000628 Ormondroyd E, Mackley MP, Blair E, Craft J, Knight JC, Taylor JC, Taylor J & Watkins H. 2017 ""Not pathogenic until proven otherwise"": perspectives of UK clinical genomics professionals toward secondary findings in context of a Genomic Medicine Multidisciplinary Team and the 100,000 Genomes Project. Genetics in Medicine20, 320-328 Al-Mossawi MH, Chen L, Fang H, Ridley A, de Wit J, Yager N, Hammitzsch A, Pulyakhina I, Fairfax BP, Simone D, Yi Y, Bandyopadhyay S, Doig K, Gundle R, Kendrick B, Powrie F, Knight JC & Bowness P. 2017 Unique transcriptome signatures and GM-CSF expression in lymphocytes from patients with spondyloarthritis. Nature Communications8, 1510 Lashin HMS, Nadkarni S, Oggero S, Jones HR, Knight JC, Hinds CJ, Perretti M. 2017 Microvesicle Subsets in Sepsis Due to Community Acquired Pneumonia Compared to Faecal Peritonitis. Shock49, 393-401 Scicluna  BP, van Vught LA, Zwinderman AH, Wiewel MA, Davenport EE, Burnham KL, Numberg P, Schultz MJ, Horn J, Cremer OL, Bonten MJ, Hinds CJ, Wong HR, Knight JC, van der Poll T. 2017 Classification of sepsis patients as blood genomic endotypes: a prospective cohort study.  The Lancet Respiratory Medicine5, 816-826 Roberts AR, Vecellio M, Knight JC, Cohen CJ, Wordsworth BP. 2017 Investigation of a possible extended risk haplotype in the IL23R region associated with ankylosing spondylitis. Genes and Immunity 18, 105-108 Kasela S, Kisand K, Tserel L, Kaleviste E, Remm A, Fischer K, Esko T; Westra HJ; Fairfax BP, Makino S, Knight JC, Franke L, Metspalu A, Peterson P, Milani L. 2017 Pathogenic Implications for Autoimmune Mechanisms Derived by Comparative eQTL Analysis of CD4+ Versus CD8+ T cells. Plos Genetics13, E1006643 Ormondroyd E, Mackley M, Blair E, Craft J, Knight JC, Taylor J, Taylor J, Wilkie A, Watkins H. 2017 Insights from early experience of a Rare Disease Genomic Medicine Multidisciplinary Team: a qualitative study. European Journal of Human Genetics25, 680-686 Kumar D, Puan KJ, Andiappan AK, Lee B, Westerlaken GHA, Haase D, Melchiotti R, Li Z, Yusof N, Lum J, Koh G, Foo S, Yeong J, Couto Alves A, Pekkanen J, Sun LD, Irwanto A, Fairfax BP, Naranbhai V, Common JEA, Tang M, Chuang CK, Jarvelin M-R, Knight JC, Zhang X, Chew FT, Prabhakar S, Jianjun L, Wang DY, Zolezzi F, Poidinger M, Lane EB, Meyaard L, Rötzschke O. 2017 A functional SNP associated with atopic dermatitis controls cell type-specific methylation of the VSTM1 gene locus. Genome Medicine9, 18 Goh C and Knight JC. 2017 Enhanced resolution of the host-pathogen interaction in sepsis: new opportunities for –omic approaches. The Lancet Respiratory Medicine 5, 212-223 Neville MJ, Lee W, Humburg P, Wong D, Barnardo M, Karpe F, Knight JC. 2017 High resolution HLA haplotyping by imputation for a British population bioresource. Human Immunology78, 242-251 Burnham KL, Davenport EE, Radhakrishnan J, Humburg P, Gordon AC, Hutton P, Svoren-Jabalera E, Garrard C, Hill AV, Hinds CJ, Knight JC. 2017 Shared and Distinct Aspects of the Sepsis Transcriptomic Response to Fecal Peritonitis and Pneumonia. American Journal of Respiratory and Critical Care Medicine196, 328-339 Chen L, Al-Mossawi MH, Ridley A, Sekine T, Hammitzsch A, de Wit J, Simone D, Shi H, Penkava F, Stolarska MK, Pulyakhina I, Knight JC, Kim TJ, Bowness P. 2016 miR-10b-5p is a novel Th17 regulator present in Th17 cells from Ankylosing Spondylitis. Annals of the Rheumatic Diseases76, 620-625 Fang H, Knezevic B, Burnham KL, Knight JC. 2016 XGR software for enhanced interpretation of genomic summary data, illustrated by application to immunological traits. Genome Medicine8, 129 Vince N, Li H, Ramsuran V, Naranbhai V, Duh F, Fairfax BP, Saleh B, Knight JC, Anderson S, Carrington M. 2016 HLA-C level is regulated by a polymorphic Oct1 binding site in the HLA-C promoter region. American Journal of Human Genetics 99, 1353-1358 Hore V, Viñuela A, Buil A, Knight JC, McCarthy MI, Small K & Marchini J. 2016 Tensor decomposition for multiple-tissue gene expression experiments. Nature Genetics 48,1094-1100 Humburg P, Maugeri N, Lee W, Mohr B, Knight JC. 2016 Characterisation of the global transcriptional response to heat shock and the impact of individual genetic variation. Genome Medicine 8, 87 Davenport EE, Burnham KL, Radhakrishnan J, Humburg P, Hutton P, Mills TC, Rautanen A, Gordon AC, Garrard C, Hill AVS, Hinds CJ, Knight JC. 2016 Genomic landscape of the individual host response and outcomes in sepsis: a prospective cohort study. The Lancet Respiratory Medicine4, 259-271 Roberts AR, Vecellio M, Chen L, Ridley A, Cortes A, Knight JC, Bowness P, Cohen CJ, Wordsworth BP. 2016 An ankylosing spondylitis-associated genetic variant in the IL23R-IL12RB2 intergenic region modulates enhancer activity and is associated with increased Th1-cell differentiation. Annals of the Rheumatic Diseases 75,1534-1540 1. Zokaei N, Čepukaitytė G, Board AG, Mackay CE, Husain M, Nobre AC.Dissociable effects of the apolipoprotein-E (APOE) gene on short- and long-term memories. Neurobiol Aging. 2019 Jan;73:115-122 2. Barber TR, Griffanti L, Muhammed K, Drew DS, Bradley KM, McGowan DR, Crabbe M, Lo C, Mackay CE, Husain M, Hu MT, Klein JC.Apathy in rapid eye movement sleep behaviour disorder is associated with serotonin depletion in the dorsal raphe nucleus. Brain. 2018 Oct 1;141(10):2848-2854 3. O'Donoghue MC, Murphy SE, Zamboni G, Nobre AC, Mackay CE.APOE genotype and cognition in healthy individuals at risk of Alzheimer's disease: A review. Cortex. 2018 Jul;104:103-123 4. Zsoldos E, Filippini N, Mahmood A, Mackay CE, Singh-Manoux A, Kivimäki M, Jenkinson M, Ebmeier KP.Allostatic load as a predictor of grey matter volume and white matter integrity in old age: The Whitehall II MRI study. Sci Rep. 2018 Apr 23;8(1):6411 5. Mc Ardle R, Morris R, Hickey A, Del Din S, Koychev I, Gunn RN, Lawson J, Zamboni G, Ridha B, Sahakian BJ, Rowe JB, Thomas A, Zetterberg H, Mackay C, Lovestone S, Rochesteron L; Deep and Frequent Phenotyping study team.Gait in Mild Alzheimer's Disease: Feasibility of Multi-Center Measurement in the Clinic and Home with Body-Worn Sensors: A Pilot Study. J Alzheimers Dis. 2018; 63(1):331-341 6. Ahmed S, Irish M, Loane C, Baker I, Husain M, Thompson S, Blanco-Duque C, Mackay C, Zamboni G, Foxe D, Hodges JR, Piguet O, Butler C. Association between precuneus volume and autobiographical memory impairment in posterior cortical atrophy: Beyond the visual syndrome. NeuroImage: Clinical 2018 [Epub ahead of print] 7. Koychev I, Gunn RN, Firouzian A, Lawson J, Zamboni G, Ridha B, Sahakian BJ, Rowe JB, Thomas A, Rochester L, Ffytche D, Howard R, Zetterberg H, Mackay C, Lovestone S; Deep and Frequent Phenotyping study team. PET Tau and Amyloid-β Burden in Mild Alzheimer's Disease: Divergent Relationship with Age, Cognition, and Cerebrospinal Fluid Biomarkers.J Alzheimers Dis. 2017;60(1):283-293 8. Lamsma J, Mackay C, Fazel S. Structural brain correlates of interpersonal violence: Systematic review and voxel-based meta-analysis of neuroimaging studies. Psychiatry Res. 2017 Sep 30;267:69-73 9. Klein JC, Rolinski M, Griffanti L, Szewczyk-Krolikowski K, Baig F, Ruffmann C, Groves AR, Menke RAL, Hu MT, Mackay C. Cortical structural involvement and cognitive dysfunction in early Parkinson's disease. NMR Biomed. 2018 Apr;31(4):e3900. doi: 10.1002/nbm.3900. Epub 2018 Feb 13 10. Heise V, Zsoldos E, Suri S, Sexton C, Topiwala A, Filippini N, Mahmood A, Allan CL, Singh-Manoux A, Kivimäki M, Mackay CE, Ebmeier KP . Uncoupling protein 2 haplotype does not affect human brain structure and function in a sample of community-dwelling older adults. PLoS One. 2017 Aug 3;12(8) 11. Griffanti L, Stratmann P, Rolinski M, Filippini N, Zsoldos E, Mahmood A, Zamboni G, Douaud G, Klein JC, Kivimäki M, Singh-Manoux A, Hu MT, Ebmeier KP, Mackay CE. Exploring variability in basal ganglia connectivity with functional MRI in healthy aging. Brain Imaging Behav. 2018 Feb 13. doi: 10.1007/s11682-018-9824-1. 12.  Suri S, Topiwala A, Filippini N, Zsoldos E, Mahmood A, Sexton CE, Singh-Manoux A, Kivimäki M, Mackay CE, Smith S, Ebmeier KP.Distinct resting-state functional connections associated with episodic and visuospatial memory in older adults. Neuroimage. 2017 Jul 26;159:122-130."
"Sexton CE, Zsoldos E, Filippini N, Griffanti L, Winkler A, Mahmood A, Allan CL, Topiwala A, Kyle SD, Spiegelhalder K, Singh-Manoux A, Kivimaki M, Mackay CE, Johansen-Berg H, Ebmeier KP. Associations between self-reported sleep quality and white matter in community-dwelling older adults: A prospective cohort study.Hum Brain Mapp. 2017 Nov;38(11):5465-5473"
"Demnitz N, Zsoldos E, Mahmood A, Mackay CE, Kivimäki M, Singh-Manoux A, Dawes H, Johansen-Berg H, Ebmeier KP, Sexton CE. Associations between Mobility, Cognition, and Brain Structure in Healthy Older Adults.Front Aging Neurosci. 2017 May 23;9:155."
"Topiwala A, Allan CL, Valkanova V, Zsoldos E, Filippini N, Sexton C, Mahmood A, Fooks P, Singh-Manoux A, Mackay CE, Kivimäki M, Ebmeier KP.Moderate alcohol consumption as risk factor for adverse brain outcomes and cognitive decline: longitudinal cohort study. BMJ. 2017 Jun 6;357:j2353."
"Barber TR, Klein JC, Mackay CE, Hu MTM.Neuroimaging in pre-motor Parkinson's disease. Neuroimage Clin. 2017 Apr 21;15:215-227"
"Suri S, Emir U, Stagg CJ, Near J, Mekle R, Schubert F, Zsoldos E, Mahmood A, Singh-Manoux A, Kivimäki M, Ebmeier KP, Mackay CE, Filippini N.Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex.Neuroimage. 2017 May 15;152:509-516"
"Griffanti L, Jenkinson M, Suri S, Zsoldos E, Mahmood A, Filippini N, Sexton CE, Topiwala A, Allan C, Kivimäki M, Singh-Manoux A, Ebmeier KP, Mackay CE, Zamboni G. Classification and characterization of periventricular and deep white matter hyperintensities on MRI: A study in older adults. Neuroimage. 2017 Mar 15. pii: S1053-8119(17)30231-8"
"Shenkin SD, Pernet C, Nichols TE, Poline JB, Matthews PM, van der Lugt A, Mackay C, Lanyon L, Mazoyer B, Boardman JP, Thompson PM, Fox N, Marcus DS, Sheikh A, Cox SR, Anblagan D, Job DE, Dickie DA, Rodriguez D, Wardlaw JM; the BRAINS (Brain Imaging in Normal Subjects) Expert Working Group. Improving data availability for brain image biobanking in healthy subjects: Practice-based suggestions from an international multidisciplinary working group. Neuroimage. 2017: 153, 399-409"
"Griffanti L, Wilcock GK, Voets N, Bonifacio G, Mackay CE, Jenkinson M, Zamboni G.Donepezil Enhances Frontal Functional Connectivity in Alzheimer's Disease: A Pilot Study. Dement Geriatr Cogn Dis Extra. 2016 Oct 21;6(3):518-528"
"Lovestone S, Rosser M, Gallacher J, Ritchie C, Burn D, St George Hyslop P, Mackay C, Matthews PM, Ballard C, Georges J. Better together for better dementia research and care. The Lancet Psychiatry, 3 (6), 503-504"
"Geddes JR, Mackay CE, Lee WH, Cipriani A. Open Science in Neuropsychiatry: Mental Health and Dementia. Open Science EU, 2016, June, 46-49"
"Allan CL, Sexton CE, Filippini N, Topiwala A, Mahmood A, Zsoldos E, Singh-Manoux A, Shipley MJ, Kivimaki M, Mackay CE, Ebmeier KP. Sub-threshold depressive symptoms and brain structure: A magnetic resonance imaging study within the Whitehall II cohort. J Affect Disord. 2016 Jun 21;204:219-225"
"DP Hibar, LT Westlye, TGM van Erp, J Rasmussen, CD Leonardo, J Faskowitz, UK Haukvik, CB Hartberg, NT Doan, I Agartz, AM Dale, O Gruber, B Krämer, S Trost, B Liberg, C Abé, CJ Ekman, M Ingvar, M Landén, SC Fears, NB Freimer, CE Bearden, E Sprooten, DC Glahn, GD Pearlson, Louise Emsell, J Kenney, C Scanlon, C McDonald, DM Cannon, J Almeida, A Versace, X Caseras, NS Lawrence, ML Phillips, D Dima, G Delvecchio, S Frangou, TD Satterthwaite, D Wolf, J Houenou, C Henry, UF Malt, E Bøen, T Elvsåshagen, AH Young, AJ Lloyd, GM Goodwin, CE Mackay, C Bourne, A Bilderbeck, L Abramovic, MP Boks, NEM van Haren, RA Ophoff, RS Kahn, M Bauer, A Pfennig, M Alda, T Hajek, B Mwangi, JC Soares, T Nickson, R Dimitrova, JE Sussmann, S Hagenaars, HC Whalley, AM McIntosh, PM Thompson, OA Andreassen. Subcortical volumetric abnormalities in bipolar disorder. Molecular Psychiatry [in press]"
"Rolinski M, Griffanti L, Piccini P, Roussakis AA, Szewczyk-Krolikowski K, Menke RA, Quinnell T, Zaiwalla Z, Klein JC, Mackay CE, Hu MT. Basal ganglia dysfunction in idiopathic REM sleep behaviour disorder parallels that in early Parkinson’s disease. Brain. 2016 Aug;139(Pt 8):2224-34"
"Clark IA, Holmes EA, Woolrich MW & Mackay CE. Intrusive memories to traumatic footage: the neural basis of their encoding and involuntary recall. Psychol Med. 2016 Feb;46(3):505-18"
"Rolinski M, Zokaei N, Baig F, Giehl K, Quinnell T, Zaiwalla Z, Mackay CE, Husain M, Hu MT. Visual short-term memory deficits in REM sleep behaviour disorder mirror those in Parkinson's disease. Brain. 2016 Jan;139(Pt 1):47-53."
"Feis RA, Smith SM, Filippini N, Douaud G, Dopper EGP, Heise V, Trachtenberg AJ, Van Swieten JC, Van Buchem MA, Rombouts SARB & Mackay CE. ICA-based artifact removal diminishes scan site differences in multi-center resting-state fMRI. Front Neurosci. 2015 Oct 27;9:395. doi: 10.3389"
